Shape,date,time,title,description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,latitude,longitude,country_name,state,gazetteer_closest_point,gazetteer_distance
"(91.76520000000005, 26.19640000000004)",28/06/2014 09:00,09:00,"Kharghuli Hills, Assam","Over 50 people had a narrow escape in Guwahati when 13 houses collapsed in landslide on Saturday. The incident took place in the morning at Kharghuli hilltop where 13 houses were damaged in landslide. The people inside the houses, who were remaining alert, however, managed to escape the tragedy. The incident took place 24 hours after three persons of a family died in landslide in Bhangagarh area.","Kharghuli Hills, Assam",exact,landslide,rain,medium,unknown,0,0,26.1964,91.7652,India,Assam,Gauhati,1.9
"(74.03099027600007, 34.08230447700004)",03/04/2015 00:00,,"landslide, falling tree crushed 4",A police official said the landslide Friday in the town of Uri was uprooted tree fell on the two men and four people died on the spot and two others wounded.,"Upper Uri town, Baramulla district",1km,landslide,continuous_rain,small,unknown,2,2,34.08230448,74.03099028,India,Jammu and Kashmir,Uri,1.62
"(79.05790000000007, 30.409100000000024)",24/06/2013 15:00,15:00,"Between Rudaprayag And Guptkashi, Uttarakhand (2 Landslides)","Relief work in Uttarakhand is fast turning into a battle against rain which has left escort tracks soggy and caused two landslides between Rudaprayag and Guptkashi further slowing down rescue operations on Monday. Though skies turned grey, IAF choppers continued sorties to DehradunÕs Jolly Grant Airport to bring in those evacuated. But the weather took the turn for worse in the afternoon and air operations had to be suspended but for a few hours only. State officials said Rudraprayag witnessed heavy rains and once again communication to Tilwada and Gaurikund has been cut off. A week after heavy rain and floods ravaged the hill state, nearly 80,000 people have been rescued so far, however, 10,000 people still remain stranded across Uttarakhand and more than 5000 people are feared to be dead in the worst natural calamity, which is now being referred as the Himalayan Tsunami.","Between Rudaprayag And Guptkashi, Uttarakhand (2 Landslides)",25km,landslide,rain,medium,unknown,0,,30.4091,79.0579,India,Uttaranchal,Langsu,23.93
"(76.97300000000007, 31.701700000000073)",07/07/2013 00:00,,"Mandi-Kullu Highway In Mandi, Himachal Pradesh","Heavy rainfall continued to lash several parts of Himachal Pradesh on Sunday, causing rise in water level in rivers, besides triggering landslides at some places. In Mandi town flooding of a nullah near the government hospital choked the hospital premises and the market with mud and garbage and also buried parked vehicles. According to Shimla meteorological centre, heavy to very heavy rainfall would occur at isolated places in Sirmaur, Solan, Bilaspur, Hamirpur, Una, and parts of Shimla, Mandi and Kangra districts during next 48 hours. Landslides in different parts of Mandi also left national highways leading to Kullu, Pathankot and Shimla blocked for a while. The Mandi-Pathankot highway was blocked after landslides at Paddar on Sunday morning around 3 am and traffic was restored only around 10 am. While landslide near Mandi gurdwara left Manali highway blocked for around 30 minutes, the Mandi-Pathankot highway remained closed for three hours on Saturday after heavy rains caused landsl","Mandi-Kullu Highway In Mandi, Himachal Pradesh",50km,landslide,downpour,medium,unknown,,,31.7017,76.973,India,Himachal Pradesh,Mandi,3.26
"(78.43540000000007, 31.64500000000004)",07/07/2010 00:00,,"NH-22 beyond Recong-Peo(Reckong Peo),  Himachal Pradesh","Following inclement weather conditions, a high alert has been sounded in Himachal Pradesh as most rivers and their tributaries are flowing above the danger mark after heavy rains.  A report from Lahaul-Spiti stated that Manali-Keylong road has been blocked following landslides at many places as the area near Rohtang Pass received incessant rainfall. Shimla deputy commissioner BM Nanta told HimVani that an alert was announced in Kullu, Mandi, Kinnaur and Shimla districts as torrential rains during the past three days increased water level in Beas river and its tributaries, including the Parvati and Tirthan. He said an alert has been sounded in villages and towns along the Beas and people have been advised to move to safer places.  Kinnaur superintendent of police Yashbir Singh Pathania said that NH-22 was also closed at various points in between Rampur and Recong-Peo and beyond Recong-Peo as many landslides occurred and trees got uprooted due to excessive rain in the tribal district.","NH-22 beyond Recong-Peo(Reckong Peo),  Himachal Pradesh",25km,landslide,downpour,medium,unknown,0,,31.645,78.4354,India,Himachal Pradesh,Rangbar Thachang,20.74
"(88.45600000000007, 27.067800000000034)",01/07/2015 00:00,,8 mile in Kalimpong,15 people missing at 8th and 11th mile,8 mile in Kalimpong,1km,landslide,downpour,medium,unknown,0,0,27.0678,88.456,India,West Bengal,Kalimpong,2.29
"(88.28121204100006, 27.068261953000047)",05/09/2007 00:00,,Darjeeling Hills (Lebong - 10 km from Darjeeling,"damaged structures in area, one debris flow hit a jeep at 7:30am",Darjeeling Hills (Lebong - 10 km from Darjeeling,5km,landslide,rain,medium,unknown,15,,27.06826195,88.28121204,India,West Bengal,Darjeeling,3.74
"(74.02560000000005, 34.09000000000003)",25/05/2010 18:00,18:00,"Chadiyan(?) village near Uri, Baramulla district, Jammu and Kashmir","Landslides hit a village near the border town of Uri in north Kashmir's Baramulla district  on  Tuesday evening, damaging several houses. Over 100 people were rescued by the swift response by the police, officials said. Landslides struck Chadiyan village located on a mountainous slope, 120 km from capital Srinagar, causing extensive damage to 16 houses and a mosque, a police officer told IANS. ","Chadiyan(?) village near Uri, Baramulla district, Jammu and Kashmir",25km,landslide,downpour,medium,unknown,0,,34.09,74.0256,India,Jammu and Kashmir,Uri,2.11
"(79.92610000000008, 30.013400000000047)",18/08/2010 08:30,08:00,"Saraswati Shishu Mandir school(?), Sumgarh(Sumgad) village(?), Bageshwar-Pindari glacier rd 45 km from Bageshwar, Kapkot, Bageshwar, Uttarakhand","Tragedy visited Kapkot in Bageshwar, Uttarakhand, on Wednesday morning when 18 schoolchildren perished and over 25 students were severely wounded after heavy rainfall caused massive boulders to roll down the slopes and hit a private primary school in a village there. According to ITBP sources, around 30 more bodies are still feared buried under the debris.  Most of the children buried alive under tonnes of debris are Classes I and II students. Heavy rains have been lashing large swathes of North India in general and Uttarakhand in particular, especially in the last week.  The killer landslide was precedented by a cloudburst.  The impact of the boulders hitting the school was so severe that it made the roof collapse and the fallen debris trapped the students for long, painful hours. The spells of monsoon rain in parts of the region since Tuesday night only worsened the situation. Besides, vehicular disruptions caused by landslides held up the rescue teams on road. Otherwise, local admin","Saraswati Shishu Mandir school(?), Sumgarh(Sumgad) village(?), Bageshwar-Pindari glacier rd 45 km from Bageshwar, Kapkot, Bageshwar, Uttarakhand",10km,complex,downpour,large,unknown,18,,30.0134,79.9261,India,Uttaranchal,Bageshwar,24.99
"(94.19130000000007, 24.426500000000033)",01/08/2015 00:00,,between Tengnoupal-Sita junction and Tengnoupal Power Sub-Station,In between Tengnoupal-Sita junction and Tengnoupal Power Sub-Station landslide occurred at four locations and blocked the Tengnoupal-Sangshak road,between Tengnoupal-Sita junction and Tengnoupal Power Sub-Station,25km,landslide,continuous_rain,medium,above_road,0,0,24.4265,94.1913,India,Manipur,Saibom,9.06
"(74.01130000000006, 15.395600000000059)",05/08/2015 12:10,12:00,"Shantinagar, Ponda","The landslide occurred at 12.10 pm, when eight workers were trying to uproot a tree to make way for the protection wall. Mud and debris buried the two labourers and continued to slide between two buildings, worrying the residents.","Shantinagar, Ponda",1km,landslide,mining,medium,mine,0,0,15.3956,74.0113,India,Goa,Goa,14.29
"(76.86610000000007, 9.835000000000036)",07/08/2013 18:00,18:00,"Naliyani, Near Thodupuzha Town","Meanwhile, fresh landslides were reported at two locations at Naliyani, near Thodupuzha town, and at Villanchira, near Neryamangalam. There was no casualty.","Naliyani, Near Thodupuzha Town",5km,landslide,monsoon,medium,unknown,0,,9.835,76.8661,India,Kerala,Ramaouram,22.32
"(77.97960000000006, 31.563000000000045)",19/09/2010 00:00,,"Nathpa Jhulla, between Rampur and Peo, Kinnaur, Himachal Pradesh","New Delhi, September 22  Incessant rains pouring over parts of North India since the past few days led to more areas being marooned by swollen rivers as the toll crossed 100 in the region with 14 more deaths in Uttar Pradesh today.In Himachal Pradesh, torrential rains wrecked havoc triggering landslides, uprooting trees and damaging houses and roads. One person died and two others were injured when they were hit by a boulder at Nathpa Jhulla in tribal Kinnaur district.","Nathpa Jhulla, between Rampur and Peo, Kinnaur, Himachal Pradesh",5km,rock_fall,downpour,medium,unknown,1,,31.563,77.9796,India,Himachal Pradesh,Sarahan,17.83
"(73.51780000000008, 16.656000000000063)",01/10/2009 00:00,,"Vadad-Hasol village near Rajapur in Ratnagiri district, Maharastra","Eight persons of a family died in a landslide at Vadad-Hasol village near Rajapur in Ratnagiri district in the wee hours today, police said. It was raining heavily since last two days and part of the hill near the house of the Mhadaye family caved in and destroyed the house. All the victims, including an 8-year-old boy, were in a deep sleep and the incident reportedly took place in the wee hours but the fellow villagers noticed it in the morning and informed the authorities.","Vadad-Hasol village near Rajapur in Ratnagiri district, Maharastra",5km,landslide,downpour,medium,unknown,8,,16.656,73.5178,India,Maharashtra,Rajapur,0.02
"(76.70430000000005, 31.48980000000006)",11/06/2013 23:00,23:00,"Holy Cave Shrine, Mata Vaishno Devi, Trikuta Hills, Reasi District, Near Panchi Morh In Sanjichat Area En Route Mata Vaishno Devi","Heavy rains triggered landslide enroute holy cave shrine of Mata Vaishno Devi, killing a woman pilgrim in Trikuta hills of Reasi district. The 43-year-old women pilgrim, who had come from Lucknow, was hit by a stone during landslide near Panchi Morh in Sanjichat area en route Mata Vaishno Devi last evening, SHO Bhavan, Kuldeep Krishan said. The woman, Daya Devi, who was critically injured died on way to hospital, the SHO said. Shri Mata Vaishno Devi Shrine Board has announced an ex-gratia of Rs three lakh to the family of the deceased woman. Incessant rains triggered landslides along the yatra track last evening and Shrine Board authorities cautioned pilgrims to exercise extra care while trekking the route to the cave shrine. Meanwhile, in another incident, a labourer from Chattisgarh buried under landslide while he was digging earth for a brick kiln in Patli Morh area of Vijay Pora in Samba district, police said.","Holy Cave Shrine, Mata Vaishno Devi, Trikuta Hills, Reasi District, Near Panchi Morh In Sanjichat Area En Route Mata Vaishno Devi",25km,landslide,downpour,medium,unknown,1,,31.4898,76.7043,India,Himachal Pradesh,Bilaspur,19.12
"(88.18810000000008, 26.835200000000043)",01/07/2015 00:00,,"Mahendra village, Thana Line, Tingling Garden village in Mirik","At least 20 people went missing after a rain-triggered landslip in Mirik, A local district administration official said the landslip was “huge” and “may have killed many.""Three people were killed in Mahendra village, two in Thana Line and 14 in Tingling Limbu village in Mirik.","Mahendra village, Thana Line, Tingling Garden village in Mirik",5km,landslide,downpour,large,unknown,42,0,26.8352,88.1881,India,West Bengal,Kurseong,10.53
"(88.16670000000005, 26.899200000000064)",20/08/2009 00:00,,"(Okai Tea Garden) Mirik, Darjeeling, West Bengal","While Dal Bahadur Rai (50) and his wife Sunita Rai alias Shanti Rai (47), residents of Tarsing Busty in Mirik, were buried in the debris when the hill side came tumbling down while they were sleeping in their home, the four-years-old Ashish Rai of Geetkolbong in Kalimpong sub-division was also killed by the landslide in that area.","(Okai Tea Garden) Mirik, Darjeeling, West Bengal",1km,landslide,continuous_rain,medium,unknown,2,,26.8992,88.1667,India,West Bengal,Kurseong,11.28
"(92.71495622800006, 23.729889659000037)",13/09/2010 00:00,,"Tuikual 'C', Aizawl, Mizoram","Landslide triggered by heavy rain in Tuikual ‘C’ on Monday killed a woman, R. Laltanpuii.  According to Aizawl Police sources, the landslide buried the woman while she was collecting water with her friend. Luckily, her friend who was nearby her escaped unhurt.  The dead body was handed over to her relatives after post mortem examination in Aizawl Civil Hospital. ","Tuikual 'C', Aizawl, Mizoram",1km,landslide,downpour,medium,urban,1,,23.72988966,92.71495623,India,Mizoram,Aizwal,9.51
"(91.80000000000007, 26.18330000000003)",13/09/2007 00:00,,Guwahati,"landslide hit house and buried a family, occurred at 3am",Guwahati,10km,landslide,rain,medium,unknown,,,26.1833,91.8,India,Assam,Gauhati,4.8
"(74.94650000000007, 33.02720000000005)",16/08/2014 23:00,23:00,Jammu and Kashmir between Adhkuwari and Bhawan at Devi Dwar,lat  33.027222°      long 74.946493°,Jammu and Kashmir between Adhkuwari and Bhawan at Devi Dwar,5km,landslide,downpour,medium,above_road,0,0,33.0272,74.9465,India,Jammu and Kashmir,Riasi,12.68
"(88.30520000000007, 26.871200000000044)",04/07/2010 00:00,,"Toy Train rails between Siliguri and Darjeeling, West Bengal","The services of Darjeeling Himalayan Railway (DHR), also known as Toy Train, has been suspended due to a landslide in the hills, disappointing hundreds of tourists coming here from different parts of the country.  The landslide took place on the National Highway 55 severely damaging the narrow gauge track on which the train runs.  But the local rail authority have not taken any initiative to inform the tourists and they continued booking tickets for the toy train journey, leaving tourists angry and disappointed when they learn about disruption of services.","Toy Train rails between Siliguri and Darjeeling, West Bengal",exact,landslide,rain,medium,below_road,0,,26.8712,88.3052,India,West Bengal,Kurseong,2.96
"(88.35000000000008, 27.16670000000005)",09/09/2007 00:00,,Hingdam village in South Sikkim,"many people displaced, houses damaged",Hingdam village in South Sikkim,50km,landslide,rain,medium,unknown,1,,27.1667,88.35,India,Sikkim,Kalimpong,16.33
"(75.81010000000003, 26.876000000000033)",30/05/2012 00:00,,Jawaharlal Nehru Marg,"Nearly 2,500 tourists on their way back from Nathu-la were left stranded after a series of landslides blocked Jawaharlal Nehru Marg that links Gangtok to the border pass.  According to police and the army, the landslides continued well past 8pm preventing any attempts by the Border Roads Organisation to clear the road. All tourists, most of them from Bengal, have been accommodated in army camps and houses in Kyongshala village near 15th Mile where the landslide first struck around 3pm.  his morning the temperature at 15th Mile, 20km from Gangtok, was around 19 degrees Celsius. The mercury is expected to come down a little at night, specially since there was a drizzle though earlier in the day.",Jawaharlal Nehru Marg,5km,landslide,downpour,large,unknown,,,26.876,75.8101,India,Rajasthan,Jaipur,6
"(79.04191791400007, 30.676294824000024)",29/06/2011 00:00,,National highway leading to Kedarnath,"Jul 1 (PTI) National highways leading to Kedarnath, Gangotri and Yamunotri, which were blocked due to landslides following heavy rains, were reopened today for traffic to resume the yatra, official sources said.The national highways leading to Kedarnath, Gangotri and Yamunotri were reopened for traffic after the Border Road Organisation (BRO) and police personnel cleared the debris, they said.However, traffic on Almora-Pithoragarh road could not be resumed as landslides continued to hit the area. Pauri- Safdarkhal road has also been blocked at Khundadhar area due to landslides.The landslides triggered by heavy rains for the past couple of days in most parts of Uttarakhand had blocked several roads in the state and forced the government to issue an alert.Uttarakhand Chief Minister Ramesh Pokhriyal Nishank has directed the district magistrates of all the 13 districts to remain on alert.A total of 10 people have so far been killed in the state in various rains-related incidents for the pa",National highway leading to Kedarnath,25km,landslide,downpour,medium,above_road,,,30.67629482,79.04191791,India,Uttaranchal,Gaundar,14.42
"(91.85870000000006, 25.970200000000034)",05/10/2014 17:45,18:00,Jorabat-Umiam route,"Last evening, a massive landslide at Umling in Ri Bhoi district, around 42km from here, claimed one life while several others had a providential escape. Umling is located along the Jorabat-Umiam route. Around 6pm yesterday, six light vehicles and a tanker travelling on that stretch were pushed away by the potent debris, leaving one person from Nagaland in an i20 dead.",Jorabat-Umiam route,5km,landslide,rain,medium,above_road,1,0,25.9702,91.8587,India,Meghalaya,Pomahi,13.65
"(79.49710000000005, 30.72840000000008)",16/08/2010 00:00,,"badrinath route, Lambagarh(?), Uttarakhand","Heavy rain caused flashfloods and a landslide in India's Uttarakhand state on Monday, damaging a major highway and disrupting traffic flow.  Officials say landslides have been causing problems every year.  [Piyush Rotela, Director, Disaster Management Unit]:  ""Basically it's a landslide in Lambagarh affecting other areas also. These areas are already landslide-prone. Every year, somewhere or the other, land subsidence or landslide takes place here, which blocks the National Highway very often.""  Meanwhile, thousands of tourists are stranded, because it’ll take a few days for traffic to resume.","badrinath route, Lambagarh(?), Uttarakhand",25km,landslide,downpour,medium,unknown,0,,30.7284,79.4971,India,Uttaranchal,Saraswati,1.65
"(76.92970000000008, 31.70930000000004)",07/07/2013 00:00,,"A Nullah Near The Government Hospital In Mandi, Himachal Pradesh","Heavy rainfall continued to lash several parts of Himachal Pradesh on Sunday, causing rise in water level in rivers, besides triggering landslides at some places. In Mandi town flooding of a nullah near the government hospital choked the hospital premises and the market with mud and garbage and also buried parked vehicles. According to Shimla meteorological centre, heavy to very heavy rainfall would occur at isolated places in Sirmaur, Solan, Bilaspur, Hamirpur, Una, and parts of Shimla, Mandi and Kangra districts during next 48 hours. Landslides in different parts of Mandi also left national highways leading to Kullu, Pathankot and Shimla blocked for a while. The Mandi-Pathankot highway was blocked after landslides at Paddar on Sunday morning around 3 am and traffic was restored only around 10 am. While landslide near Mandi gurdwara left Manali highway blocked for around 30 minutes, the Mandi-Pathankot highway remained closed for three hours on Saturday after heavy rains caused landsl","A Nullah Near The Government Hospital In Mandi, Himachal Pradesh",1km,landslide,downpour,medium,unknown,,,31.7093,76.9297,India,Himachal Pradesh,Mandi,0.98
"(77.34460000000007, 32.02750000000003)",18/08/2015 15:00,15:00,the Sikh shrine in Manikaran,Akal Takht Jathedar Giani Gurbachan Singh and Shiromani Gurdwara Parbandhak Committee (SGPC) chief Avtar Singh Makkar on Tuesday condoled the death of seven pilgrims at the Sikh shrine in Manikaran in Himachal Pradesh (HP) following a landslide which also caused damage to the gurdwara.,the Sikh shrine in Manikaran,1km,rock_fall,rain,medium,unknown,8,10,32.0275,77.3446,India,Himachal Pradesh,Himachal Pradesh,8.37
"(88.63300000000004, 27.73440000000005)",25/08/2011 00:00,,"Hee-Khola, Sikkim","Five persons including two minors were killed in two separate landslides incident in West Sikkim district, official sources said today. A cloud burst triggered a massive landslide at Samathang village, near Malbasey in West Sikkim in which three members of a family including two children were killed midnight last night, the sources said. Nirmaya Chettri (36) and her two daughters - Manju (16) and Anju (6) were killed while her husband Pratab Chettri was injured when the landslide destroyed their house, they said. In the second landslide incident two persons - Santa Bir Majhi and Sarki Maji working as casual labourers at a private construction site at Hee-Khola in West district were killed on the spot when loose muck from the construction site buried them in the site today, the sources said.","Hee-Khola, Sikkim",10km,landslide,downpour,medium,unknown,2,,27.7344,88.633,India,Sikkim,Lachung,11.33
"(88.60650000000004, 27.339000000000055)",14/06/2012 04:00,04:00,"Tathangchen, Gangtok, Sikkim ","The continuous rainfall triggered a landslide on Thursday  morning at 4 am near Kamala Gas agency at Tathangchen, Gangtok.  Though no casualties were reported but the landslide has posed threat to some of the residence. Immediately after the occurrence the ward councilor, Mayor KN Topgay, Deputy Mayor Shakti Singh Chowdhury reached the spot.","Tathangchen, Gangtok, Sikkim ",5km,landslide,downpour,medium,unknown,,,27.339,88.6065,India,Sikkim,Tista,16.5
"(78.34150000000005, 30.416000000000054)",24/07/2015 00:00,,Kempty Road near Kandikhal,"Four days after a massive landslide on Kempty Road, the stretch remains as good as blocked. The landslide occurred near Kandikhal village, destroying gharats (indigenous mills to pound wheat that use large stones which move with the force of the stream) in two villagers.",Kempty Road near Kandikhal,25km,landslide,continuous_rain,medium,above_road,0,0,30.416,78.3415,India,Uttaranchal,Chham,12.02
"(77.50920000000008, 31.11910000000006)",19/09/2010 00:00,,"Theog-Kotkhai-Jubbal road, Himachal Pradesh","(posted 9/22 but may cover events from past weeks)A police spokesman said that traffic on the Shimla- Kalka highway was disrupted near Solan. The beaten track of the Theog-Kotkhai-Jubbal road was blocked at several places because of landslides or traffic jams and the Chopal road was also blocked by landslides – disrupting marketing operations of apples.  Elsewhere, the Karsog-Mandi road, Karsog-Rampur road, Kasauli-Parwanoo road, Kumarhatti-Nahan road, Pulbhal-Solan road, Rajgarh-Habban road and several others blocked.","Theog-Kotkhai-Jubbal road, Himachal Pradesh",25km,landslide,downpour,medium,unknown,0,,31.1191,77.5092,India,Himachal Pradesh,Saura,22.98
"(94.11920000000003, 25.499300000000062)",09/09/2007 00:00,,"Mao in Manipur, Phipema and Chunikhudima in Nagaland","along NH 39, multiple heavy events, blocked traffic significantly","Mao in Manipur, Phipema and Chunikhudima in Nagaland",25km,landslide,rain,medium,unknown,,,25.4993,94.1192,India,Manipur,Sochumei,12.08
"(77.51460000000003, 10.244500000000073)",03/11/2011 00:00,,"Palani-Kodaikanal Ghat road, Kodaikanal","Tourist inflow to Kodaikanal, the princess of hill resorts, remains badly hit, thanks to landslips caused by heavy rainfall. Traffic remains closed on three access routes to the hill station - Palani-Kodaikanal Ghat road, Thandikudi-Kodaikanal and Periyakulam-Kodaikanal (via Adukkam) roads for the last couple of days. The Batlagundu-Kodaikanal ghat road is the only route in use to reach the hill town.Even two days after the occurrence of a landslip caused by torrential showers, traffic remains closed on the Palani-Kodaikanal Ghat road, mostly used by heavy vehicles for transporting building materials to the hills and vegetables to the plains, besides tourists from Kerala and the western belt of Tamil Nadu.An official in the state highways department that is undertaking restoration works said it would take a few more days to restore traffic on the 63 km-long vulnerable ghat road which suffered a massive landslip at the same place and period last year disrupting traffic for almost a mont","Palani-Kodaikanal Ghat road, Kodaikanal",5km,landslide,downpour,medium,unknown,0,,10.2445,77.5146,India,Tamil Nadu,Kadaikan,3.78
"(78.90800000000007, 30.241400000000056)",07/06/2011 09:00,09:00,"Rishikesh-Badrinath hwy., near Sirobgarh(Sirobagad), Rudraprayag district, Uttarakhand","Jun 7 (PTI) Rishikesh-Badrinath national highway was blocked today for traffic after a landslide near Sirobgarh in Rudraprayag district of Uttarakhand.Rocks, stones and soil in large quantities came down to the road this morning due to rainfall in the region, official sources said.Nearly 700 vehicles carrying nearly thousands of tourists were stranded on both sides of the highway, they said.Border Roads Organisation is trying to clear the landslide, they said.  -----  Uttarakhand experienced pleasant weather today as rains lashed most of its parts, triggering landslides at a few places in which a boy was seriously injured in Rudraprayag district.The boy, whose identity is yet to be known, was hit by a boulder on Rishikesh-Badrinath national highway at Sirobagad area of Rudraprayag district this afternoon, police said.","Rishikesh-Badrinath hwy., near Sirobgarh(Sirobagad), Rudraprayag district, Uttarakhand",5km,landslide,downpour,medium,unknown,0,,30.2414,78.908,India,Uttaranchal,Srinagar,7.47
"(79.07580000000007, 30.72040000000004)",28/07/2015 00:00,,Kedarnath Yatra,Landslide caused by heavy rains disrupted pilgrimage to revered Hindu shrine of Kedarnath in Uttarakhand. Thousands of pilgrims who came from far flung areas have been stranded. The Public Works Department was engaged in debris clearance but faced problems due to continuous mudslide in the region.,Kedarnath Yatra,5km,landslide,continuous_rain,small,above_road,0,0,30.7204,79.0758,India,Uttaranchal,Gaundar,15.39
"(75.20300000000003, 33.32960000000003)",02/03/2015 00:00,,Magarkote,"Muneer Khan told the Excelsior that Jammu-Srinagar National Highway was reopened at around 5 pm this evening after the BRO men and machinery cleared boulders near Panthial and fresh landslides at Hingni, Gangroo and Magarkote.",Magarkote,1km,landslide,continuous_rain,medium,above_road,0,0,33.3296,75.203,India,Jammu and Kashmir,Gund,11.58
"(84.56990000000008, 19.38050000000004)",26/06/2016 00:00,,"Goddess Nijabankeswari Temple, Digapahandi, Ganjam district, Odisha, India","As per information, 80 persons had come to visit Goddess Nijabankeswari Temple in Digapahandi but due to landslide they had remained stuck. With rains lashing since Saturday, the Nijabankeswari Hill, named after the up mounted Goddess suddenly  caved in, blocking the road.  Although there have been no reports of any casualties, rescue operations are on, sources said.  - See more at: http://www.prameyanews7.com/en/jun2016/odisha/26974/Landslide-traps-80-in-Nijabankeswari-Temple-in-Ganjam-Landslide-Nijabankeswari-Temple.htm#sthash.lz47zMQm.dpuf","Goddess Nijabankeswari Temple, Digapahandi, Ganjam district, Odisha, India",1km,landslide,downpour,medium,natural_slope,0,0,19.3805,84.5699,India,Orissa,Digapahandi,1.18
"(90.23200000000008, 25.52120000000008)",27/07/2007 00:00,,Tura,closest to predicated location of Shillong (138.89 km),Tura,10km,rock_fall,rain,large,unknown,8,,25.5212,90.232,India,Meghalaya,Tura,0.26
"(75.31560000000007, 34.040400000000034)",10/07/2015 00:00,,Pahalgam,"At least 17 persons were killed in incessant rains that swept across vast swathes of North India on Sunday triggering landslides and damaging houses in Jammu and Kashmir, Himachal Pradesh, Uttarakhand and UP",Pahalgam,5km,landslide,continuous_rain,medium,unknown,2,0,34.0404,75.3156,India,Jammu and Kashmir,Brariyen,8.42
"(94.09060000000005, 23.927800000000047)",01/08/2015 00:00,,"Wayang, Khengjoi","Several houses of Hollenjang, Wayang and Tuitung village under Khengjoi were also swept away by the landslide. The total number of casualties from these areas, if any, are not known so far.","Wayang, Khengjoi",5km,landslide,rain,medium,unknown,0,0,23.9278,94.0906,India,Manipur,Nam Palaw,21.04
"(77.24980000000005, 32.37330000000003)",07/07/2010 00:00,,"near Rohtang Pass, Manali-Keylong rd, Himachal Pradesh","Following inclement weather conditions, a high alert has been sounded in Himachal Pradesh as most rivers and their tributaries are flowing above the danger mark after heavy rains.  A report from Lahaul-Spiti stated that Manali-Keylong road has been blocked following landslides at many places as the area near Rohtang Pass received incessant rainfall. Shimla deputy commissioner BM Nanta told HimVani that an alert was announced in Kullu, Mandi, Kinnaur and Shimla districts as torrential rains during the past three days increased water level in Beas river and its tributaries, including the Parvati and Tirthan. He said an alert has been sounded in villages and towns along the Beas and people have been advised to move to safer places.  A report from Lahaul-Spiti stated that Manali-Keylong road has been blocked following landslides at many places as the area near Rohtang Pass received incessant rainfall. ","near Rohtang Pass, Manali-Keylong rd, Himachal Pradesh",25km,landslide,downpour,medium,unknown,0,,32.3733,77.2498,India,Himachal Pradesh,Chandra,3.66
"(75.51068484000007, 33.13810293900008)",17/03/2016 00:00,,Khelani,"Apart from landslides at Khelani, there were also reports of shooting stones from various places along the Batote-Doda road, making the authorities suspend vehicular traffic from both sides.",Khelani,1km,landslide,continuous_rain,medium,above_road,,,33.13810294,75.51068484,India,Jammu and Kashmir,Doda,3.64
"(73.01140000000004, 19.19350000000003)",19/08/2010 18:00,18:00,"Eknath(?) Chawl, Sainic Nagar(?), below Mumbra Hill, Mumbra, near Mumbai, Maharashtra","A landslide caused due to the incessant downpour claimed seven lives in Mumbra on Thursday evening. It is the second major landslide in Mumbra after 2005, in which five persons including three children died. The landslide took place at Sainik Nagar below Mumbra Hill at 4.30pm on Thursday. A huge portion of the hill collapsed on Eknath Chawl because of the rains. Two rooms of the ground plus one storey structure of the chawl got completely buried under debris before two families staying in those rooms could vacate it.  Local residents immediately started rescue work but ambulance and fire brigade could not reach the spot due to the hilly topography of the area. Intermittent showers also disrupted rescue work. After one and half hour, people could be rescued from debris, but six persons had died by the time.  Deceased were identified as Rima Patel, 30, Raj Patel, 5, Amit Patel, 9, Shantidevi Yadav, 30, Umesh Yadav, 34, Seema Patel, 10, and Madhuri Yadav, 8. Among the injured were Rakesh ","Eknath(?) Chawl, Sainic Nagar(?), below Mumbra Hill, Mumbra, near Mumbai, Maharashtra",1km,landslide,downpour,medium,unknown,6,,19.1935,73.0114,India,Maharashtra,Thana,6.32
"(78.02980000000008, 10.054500000000075)",07/07/2016 00:00,,"Blue Metal Quarry, Kondayanpatti, Madurai District, India","Three persons were buried alive in a landslide while drilling holes on a hill at a blue metal quarry at Kondayanpatti near here on Thursday. The deceased were identified as M. Senthil (30), N. Nallaiyan (45), C. Muthuramalingam (45).  The bodies were taken to the Government Rajaji hospital for post-mortem. P. Sudharashan, another worker, suffered fractures on his leg after boulders fell on him.  He has been admitted to a private hospital.          Madurai Superintendent of Police, Vijayendra Bidari, who inspected the spot, said that around eight workers of the quarry were working at a height of 300 feet at the time of the incident.  “They had used compressor to drill holes on the rock for filling chemicals to blast it. However, due to the vibration caused by the drilling, the loose soil above caved in,” he said.  While four people involved in the work managed to run from the scene, earth and boulders fell on three, burying them alive.","Blue Metal Quarry, Kondayanpatti, Madurai District, India",1km,rock_fall,mining,small,mine,3,1,10.0545,78.0298,India,Tamil Nadu,Vadippatti,7.15
